설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치년월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명,
청담-234(A7),CU 청담키네마점 앞,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2018-03,서울특별시 강남구 선릉로152길 10,서울특별시 강남구 청담동 87,서울특별시 강남구청,02-3423-5342,37.524070,127.040212,2018-05-10,3220000,서울특별시 강남구,
청담-234(A7),CU 청담키네마점 앞,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2018-03,서울특별시 강남구 선릉로152길 10,서울특별시 강남구 청담동 87,서울특별시 강남구청,02-3423-5342,37.524070,127.040212,2018-05-10,3220000,서울특별시 강남구,
청담-235(A7),GS25 청담미래점 앞,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2018-03,서울특별시 강남구 도산대로61길 10,서울특별시 강남구 청담동 93-3,서울특별시 강남구청,02-3423-5342,37.524458,127.042877,2018-05-10,3220000,서울특별시 강남구,
청담-236(A7),공원 계단 입구,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2018-03,서울특별시 강남구 도산대로67길 15,서울특별시 강남구 청담동 94-4,서울특별시 강남구청,02-3423-5342,37.524915,127.044417,2018-05-10,3220000,서울특별시 강남구,
청담-236(A7),공원 계단 입구,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2018-03,서울특별시 강남구 도산대로67길 15,서울특별시 강남구 청담동 94-4,서울특별시 강남구청,02-3423-5342,37.524915,127.044417,2018-05-10,3220000,서울특별시 강남구,
청담-237(A7),한남주차장 코너 사거리,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2018-03,서울특별시 강남구 청담동 96-28,서울특별시 강남구 청담동 96-28,서울특별시 강남구청,02-3423-5342,37.524860,127.045989,2018-05-10,3220000,서울특별시 강남구,
청담-237(A7),한남주차장 코너 사거리,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2018-03,서울특별시 강남구 청담동 96-28,서울특별시 강남구 청담동 96-28,서울특별시 강남구청,02-3423-5342,37.524860,127.045989,2018-05-10,3220000,서울특별시 강남구,
청담-238(A3),청담초교 정문 앞,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2018-12,서울특별시 강남구 압구정로71길 10,서울특별시 강남구 청담동 101-6,서울특별시 강남구청,02-3423-5342,37.527286,127.045668,2018-05-10,3220000,서울특별시 강남구,
청담-245(A3),송은아트센터 뒷편 코너,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2018-03,서울특별시 강남구 압구정로75길 6,서울특별시 강남구 청담동 118-3,서울특별시 강남구청,02-3423-5342,37.526280,127.047128,2018-05-10,3220000,서울특별시 강남구,
청담-245(A3),송은아트센터 뒷편 코너,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2018-03,서울특별시 강남구 압구정로75길 6,서울특별시 강남구 청담동 118-3,서울특별시 강남구청,02-3423-5342,37.526280,127.047128,2018-05-10,3220000,서울특별시 강남구,
청담-247(A3),갓포산 발렛파킹 부스 앞,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2018-11,서울특별시 강남구 압구정로79길 20,서울특별시 강남구 청담동 120-6,서울특별시 강남구청,02-3423-5342,37.525120,127.048933,2018-05-10,3220000,서울특별시 강남구,
청담-248(A3),새벽집 앞 사거리,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2018-03,서울특별시 강남구 도산대로101길 7,서울특별시 강남구 청담동 125-9,서울특별시 강남구청,02-3423-5342,37.525585,127.052631,2018-05-10,3220000,서울특별시 강남구,
청담-248(A3),새벽집 앞 사거리,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2018-03,서울특별시 강남구 도산대로101길 7,서울특별시 강남구 청담동 125-9,서울특별시 강남구청,02-3423-5342,37.525585,127.052631,2018-05-10,3220000,서울특별시 강남구,
청담-252(A3),청담매스터빌 1동 삼거리,서울특별시,강남구,편의시설,SKT Giga WiFi,Gangnam_WIFI,2018-03,서울특별시 강남구 도산대로81길 69,서울특별시 강남구 청담동 141-1,서울특별시 강남구청,02-3423-5342,37.527602,127.044055,2018-05-10,3220000,서울특별시 강남구,
청담-298,페레가모 코리아,서울특별시,강남구,편의시설,서울시(SKT),PublicWiFi@Seoul,2018-03,서울특별시 강남구 압구정로 433(청담동),서울특별시 강남구 청담동 141-15,서울특별시 강남구청,02-3423-5342,37.526880,127.044515,2018-05-10,3220000,서울특별시 강남구,
청담-299,개롤리나 헤레나,서울특별시,강남구,편의시설,서울시(SKT),PublicWiFi@Seoul,2018-03,서울특별시 강남구 압구정로 451(청담동),서울특별시 강남구 청담동 118,서울특별시 강남구청,02-3423-5342,37.525986,127.046412,2018-05-10,3220000,서울특별시 강남구,
청담동주민센터,1층,서울특별시,강남구,관공서,SKT Giga WiFi,"Gangnam_2.4G, Gangnam_5G",2018-10,서울특별시 강남구 압구정로79길 26,서울특별시 강남구 청담동 124-1,서울특별시 강남구청,02-3423-5342,37.525034,127.049292,2018-05-10,3220000,서울특별시 강남구,
청담문화센터,2층,서울특별시,강남구,지역문화시설,강남구,Gangnam_2F,2018-09,서울특별시 강남구 압구정로79길 26,서울특별시 강남구 청담동 124-1,서울특별시 강남구청,02-3423-5342,37.525090,127.049294,2018-05-10,3220000,서울특별시 강남구,
청담문화센터,4층,서울특별시,강남구,지역문화시설,강남구,Gangnam,2018-07,서울특별시 강남구 압구정로79길 26,서울특별시 강남구 청담동 124-1,서울특별시 강남구청,02-3423-5342,37.525090,127.049294,2018-05-10,3220000,서울특별시 강남구,
청담문화센터,3층,서울특별시,강남구,지역문화시설,강남구,Gangnam_3F,2018-07,서울특별시 강남구 압구정로79길 26,서울특별시 강남구 청담동 124-1,서울특별시 강남구청,02-3423-5342,37.525090,127.049294,2018-05-10,3220000,서울특별시 강남구,
청담문화센터,5층,서울특별시,강남구,지역문화시설,강남구,Gangnam,2018-07,서울특별시 강남구 압구정로79길 26,서울특별시 강남구 청담동 124-1,서울특별시 강남구청,02-3423-5342,37.525090,127.049294,2018-05-10,3220000,서울특별시 강남구,
청담문화센터,6층,서울특별시,강남구,지역문화시설,강남구,Gangnam,2018-07,서울특별시 강남구 압구정로79길 26,서울특별시 강남구 청담동 124-1,서울특별시 강남구청,02-3423-5342,37.525090,127.049294,2018-05-10,3220000,서울특별시 강남구,
청담문화센터,7층,서울특별시,강남구,지역문화시설,강남구,Gangnam_7F_LIB,2018-07,서울특별시 강남구 압구정로79길 26,서울특별시 강남구 청담동 124-1,서울특별시 강남구청,02-3423-5342,37.525090,127.049294,2018-05-10,3220000,서울특별시 강남구,
청담문화센터,7층,서울특별시,강남구,지역문화시설,강남구,Gangnam,2018-07,서울특별시 강남구 압구정로79길 26,서울특별시 강남구 청담동 124-1,서울특별시 강남구청,02-3423-5342,37.525090,127.049294,2018-05-10,3220000,서울특별시 강남구,
청담삼익상가,1층,서울특별시,강남구,기타,서울시(SKT),PublicWiFi@Seoul,2018-12,서울특별시 강남구 학동로101길 26,서울특별시 강남구 청담동 134-20,서울특별시 강남구청,02-3423-5342,37.522400,127.057600,2018-05-10,3220000,서울특별시 강남구,
청담삼익상가,1층,서울특별시,강남구,기타,서울시(SKT),PublicWiFi@Seoul,2018-12,서울특별시 강남구 학동로101길 26,서울특별시 강남구 청담동 134-20,서울특별시 강남구청,02-3423-5342,37.522400,127.057600,2018-05-10,3220000,서울특별시 강남구,
청담삼익상가,1층,서울특별시,강남구,기타,서울시(SKT),PublicWiFi@Seoul,2018-12,서울특별시 강남구 학동로101길 26,서울특별시 강남구 청담동 134-20,서울특별시 강남구청,02-3423-5342,37.522400,127.057600,2018-05-10,3220000,서울특별시 강남구,
청담삼익상가,1층,서울특별시,강남구,기타,서울시(SKT),PublicWiFi@Seoul,2018-12,서울특별시 강남구 학동로101길 26,서울특별시 강남구 청담동 134-20,서울특별시 강남구청,02-3423-5342,37.522400,127.057600,2018-05-10,3220000,서울특별시 강남구,
청담삼익상가,1층,서울특별시,강남구,기타,서울시(SKT),PublicWiFi@Seoul,2018-12,서울특별시 강남구 학동로101길 26,서울특별시 강남구 청담동 134-20,서울특별시 강남구청,02-3423-5342,37.522400,127.057600,2018-05-10,3220000,서울특별시 강남구,
청담삼익상가,1층,서울특별시,강남구,기타,서울시(SKT),PublicWiFi@Seoul,2018-12,서울특별시 강남구 학동로101길 26,서울특별시 강남구 청담동 134-20,서울특별시 강남구청,02-3423-5342,37.522400,127.057600,2018-05-10,3220000,서울특별시 강남구,
청담삼익상가,지하1층,서울특별시,강남구,기타,서울시(SKT),PublicWiFi@Seoul,2018-12,서울특별시 강남구 학동로101길 26,서울특별시 강남구 청담동 134-20,서울특별시 강남구청,02-3423-5342,37.522400,127.057600,2018-05-10,3220000,서울특별시 강남구,
청담삼익상가,지하1층,서울특별시,강남구,기타,서울시(SKT),PublicWiFi@Seoul,2018-12,서울특별시 강남구 학동로101길 26,서울특별시 강남구 청담동 134-20,서울특별시 강남구청,02-3423-5342,37.522400,127.057600,2018-05-10,3220000,서울특별시 강남구,
청담평생학습관,3층,서울특별시,강남구,지역문화시설,강남구,Gangnam_3F,2018-09,서울특별시 강남구 학동로67길 11,서울특별시 강남구 청담동 35-10,서울특별시 강남구청,02-3423-5342,37.519050,127.046430,2018-05-10,3220000,서울특별시 강남구,
청담평생학습관,지하1층,서울특별시,강남구,지역문화시설,강남구,Gangnam_B1F_CULTURE,2018-07,서울특별시 강남구 학동로67길 11,서울특별시 강남구 청담동 35-10,서울특별시 강남구청,02-3423-5342,37.519050,127.046430,2018-05-10,3220000,서울특별시 강남구,
청담평생학습관,지하1층,서울특별시,강남구,지역문화시설,강남구,Gangnam_B1_HEALTH,2018-07,서울특별시 강남구 학동로67길 11,서울특별시 강남구 청담동 35-10,서울특별시 강남구청,02-3423-5342,37.519050,127.046430,2018-05-10,3220000,서울특별시 강남구,
청담평생학습관,4층,서울특별시,강남구,지역문화시설,강남구,Gangnam_4F,2018-07,서울특별시 강남구 학동로67길 11,서울특별시 강남구 청담동 35-10,서울특별시 강남구청,02-3423-5342,37.519050,127.046430,2018-05-10,3220000,서울특별시 강남구,
청담평생학습관,4층,서울특별시,강남구,지역문화시설,미래부(KT),PublicWiFi@Seoul,2018-12,서울특별시 강남구 학동로67길 11,서울특별시 강남구 청담동 35-10,서울특별시 강남구청,02-3423-5342,37.519050,127.046430,2018-05-10,3220000,서울특별시 강남구,
청담평생학습관,3층,서울특별시,강남구,지역문화시설,미래부(KT),PublicWiFi@Seoul,2018-12,서울특별시 강남구 학동로67길 11,서울특별시 강남구 청담동 35-10,서울특별시 강남구청,02-3423-5342,37.519050,127.046430,2018-05-10,3220000,서울특별시 강남구,
청담평생학습관,2층,서울특별시,강남구,지역문화시설,미래부(KT),PublicWiFi@Seoul,2018-12,서울특별시 강남구 학동로67길 11,서울특별시 강남구 청담동 35-10,서울특별시 강남구청,02-3423-5342,37.519050,127.046430,2018-05-10,3220000,서울특별시 강남구,
청담평생학습관,1층,서울특별시,강남구,지역문화시설,미래부(KT),PublicWiFi@Seoul,2018-12,서울특별시 강남구 학동로67길 11,서울특별시 강남구 청담동 35-10,서울특별시 강남구청,02-3423-5342,37.519050,127.046430,2018-05-10,3220000,서울특별시 강남구,
청담평생학습관,B1층,서울특별시,강남구,지역문화시설,미래부(KT),PublicWiFi@Seoul,2018-12,서울특별시 강남구 학동로67길 11,서울특별시 강남구 청담동 35-10,서울특별시 강남구청,02-3423-5342,37.519050,127.046430,2018-05-10,3220000,서울특별시 강남구,
양재천방문자센터,1층 사무실,서울특별시,강남구,편의시설,강남구,Gangnam_WIFI,2018-04,서울특별시 강남구 남부순환로 3143,서울특별시 강남구 대치동 3-3,서울특별시 강남구청,02-3423-5342,37.500220,127.075140,2018-05-10,3220000,서울특별시 강남구,
양재천방문자센터,2층 교육실,서울특별시,강남구,편의시설,강남구,Gangnam_WIFI,2018-04,서울특별시 강남구 남부순환로 3143,서울특별시 강남구 대치동 3-3,서울특별시 강남구청,02-3423-5342,37.500220,127.075140,2018-05-10,3220000,서울특별시 강남구,
안양시 만안구청,민원실과 강당과 상황실과 복도,경기도,안양시,관공서,경기도 안양시,Smart_Manan,2018-06,경기도 안양시 만안구 안양로 128(안양동 530),경기도 안양시 만안구 안양동 530번지,경기도 안양시 만안구청(행정지원과),031-8045-3200,37.3865526,126.9324699,2018-08-07,3830000,경기도 안양시,
안양1동 주민센터,민원실과 남자공부방과 여자공부방,경기도,안양시,관공서,경기도 안양시,anyang-1dong,2018-06,경기도 안양시 만안구 장내로 170(안양동 1383),경기도 안양시 만안구 안양동 1383번지,경기도 안양시 만안구청(행정지원과),031-8045-3200,37.3991342,126.9259399,2018-08-07,3830000,경기도 안양시,
안양2동 주민센터,민원실과 공부방과 교육장,경기도,안양시,관공서,경기도 안양시,anyang-2dong,2018-06,경기도 안양시 만안구 안양로384번길 50(안양동 842-2),경기도 안양시 만안구 안양동 842-2번지,경기도 안양시 만안구청(행정지원과),031-8045-3200,37.4050575,126.9177838,2018-08-07,3830000,경기도 안양시,
안양3동 주민센터,민원실,경기도,안양시,관공서,경기도 안양시,anyang-3dong,2018-06,경기도 안양시 만안구 양화로 28(안양동 1195-33),경기도 안양시 만안구 안양동 1195-33번지,경기도 안양시 만안구청(행정지원과),031-8045-3200,37.3962722,126.9147397,2018-08-07,3830000,경기도 안양시,
안양4동 주민센터,민원실과 교육장,경기도,안양시,관공서,경기도 안양시,anyang-4dong,2018-06,경기도 안양시 만안구 냉천로193번길(안양동 711-399),,경기도 안양시 만안구청(행정지원과),031-8045-3200,37.3966496,126.9183622,2018-08-07,3830000,경기도 안양시,
