야영(캠핑)장명,야영(캠핑)장구분,위도,경도,소재지도로명주소,소재지지번주소,야영장전화번호,야영사이트수,부지면적,건축연면적,1일최대수용인원수,주차장면수,편의시설,안전시설,기타부대시설,이용시간,이용요금,관리기관전화번호,관리기관명,데이터기준일자,
중바위캠핑장,야영장,37.8878667,127.5379309,경기도 가평군 북면 제령아랫말길 70,경기도 가평군 북면 제령리 218-4,,7,4668,,28,2,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
㈜레저스테이션리조트,야영장,37.7000543,127.499443,경기도 가평군 설악면 자잠로282번길 72-95,경기도 가평군 설악면 사룡리 26-1,,30,6543,,120,10,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
파스텔 야영장,야영장,37.896472,127.5255782,경기도 가평군 북면 꽃넘이길 55,경기도 가평군 북면 제령리 534-3,,13,3702,,52,4,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
푸른숲캠핑장,야영장,37.596905,127.4947257,경기도 가평군 설악면 유명산길 61-108,경기도 가평군 설악면 가일리 211-1,,12,1356,,48,4,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
아침고요오토캠핑장,야영장,37.7474921,127.3592362,경기도 가평군 상면 임초밤안골로 306,"경기도 가평군 상면 임초리 623, 624-6",,25,4877,,100,8,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
은빛물결캠핑장,야영장,37.8189508,127.3576714,경기도 가평군 조종면 대보간선로 33-20,경기도 가평군 조종면 대보리 412-4,,18,5383,,72,6,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
국립유명산자연휴양림,야영장,37.5927374,127.4916185,경기도 가평군 설악면 유명산길  79-53,경기도 가평군 설악면 가일리 산35 외 1필지,031-589-5487,92,12017,,368,31,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
호명산캠프,야영장,37.7443786,127.4458125,경기도 가평군 청평면 우무내길 169,경기도 가평군 하천리 119-23,031-584-5552,40,7882,,160,13,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
캠핑어클락,야영장,37.847206,127.3774509,경기도 가평군 조종면 연인산로474번길 27,경기도 가평군 조종면 마일리 370-3,031-585-3509,20,2842,,80,7,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
클럽레드존캠핑장,자동차야영장,37.7599924,127.5409691,경기도 가평군 가평읍 북한강변로 360-69,경기도 가평군 가평읍 금대리 49-4,,16,8696,,64,5,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
귀한농부학교,야영장,37.8826314,126.8721949,경기도 파주시 법원읍 술이홀로 1333번길 128,경기도 파주시 적성면 금곡리 422-1,,31,4944,,124,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2017-11-01,
국립유명산자연휴양림,자동차야영장,37.5899314,127.4903886,경기도 가평군 설악면 유명산길 79-156,경기도 가평군 설악면 가일리 산58-1,031-589-5487,20,3783,,80,7,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
토토큰바위 야영장,자동차야영장,37.9619954,127.5276808,경기도 가평군 북면 화악산로 1246,경기도 가평군 북면 화악리 1017-1번지,031-581-1979,25,5744,,100,8,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
자라섬캠핑장,자동차야영장,37.820905,127.5208312,경기도 가평군 가평읍 자라섬로 60,경기도 가평군 가평읍 대곡리 27-14,031-8078-8028,334,268530,,1336,111,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
향기로운추억캠핑장,야영장,37.7530792,127.5356653,경기도 가평군 가평읍 북한강변로 274,경기도 가평군 가평읍 금대리 102-2외 1필지,,17,1983,,68,6,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
또올래캠핑장,야영장,37.9746589,127.4475795,경기도 가평군 북면 가화로 2745-70,경기도 가평군 북면 적목리 119외 3필지,,30,9358,,120,10,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
구름계곡캠핑장,야영장,37.8878092,127.5386808,경기도 가평군 북면 제령아랫말길 69,경기도 가평군 북면 제령리 219-2외1필지,,13,2514,,52,4,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
코끼리캠핑장,야영장,37.9586917,127.527077,경기도 가평군 북면 화악산로 1217-2,경기도 가평군 북면 화악리 1007-2외 2필지,,8,2561,,32,3,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
여우가달을사랑할때,야영장,37.8120146,127.4305901,경기도 가평군 가평읍 태봉두밀로596번길 78-16,경기도 가평군 가평읍 두밀리 590외1필지,,11,2725,,44,4,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
힐빙스토리자동차야영장,자동차야영장,35.648841,127.671313,경상남도 함양군 서상면 부전계곡로 245,,055-963-1253,29,,,116,,-,방송장비,,,,055-963-1253,김주영,2017-05-22,
가평오렌지캠프,야영장,37.9133344,127.5764832,경기도 가평군 북면 멱골로272번길 7,경기도 가평군 북면 목동리 344-1,,29,2785,,116,10,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
홀리데이캠프캠핑장,야영장,37.604231,127.4944455,경기도 가평군 설악면 유명로 654-82,경기도 가평군 설악면 가일리 180-14,,20,1617,,80,7,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
녹천캠핑,야영장,37.8457268,127.3485402,경기도 가평군 조종면 운악청계로333번길 55-19 녹천농원,경기도 가평군 조종면 신상리 297-3,,14,6054,,56,5,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
파마스힐캠핑장,야영장,37.7917654,127.3589832,경기도 가평군 상면 한사간길 85-56,경기도 가평군 상면 523,,14,2354,,56,5,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
레이크캠핑장,야영장,37.7215782,127.4279486,경기도 가평군 설악면 유명로 2570,"경기도 가평군 설악면 회곡리 744-1, 744-15",,6,882,,24,2,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
캠핑스마일,야영장,37.8455059,127.3850316,경기도 가평군 조종면 연인산로474번길 91-27,"경기도 가평군 조종면 마일리 302,302-1",,22,5095,,88,7,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
세라핌캠프,야영장,37.6239258,127.5136166,경기도 가평군 설악면 묵안로 626-17,"경기도 가평군 설악면 설곡리 730-1, 730-36",,23,3617,,92,8,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
솔바람캠핑장,야영장,37.9040548,127.3745892,경기도 가평군 조종면 명지산로 337-62,"경기도 가평군 조종면 상판리 481-1, 481-2",031-585-1716,37,3552,,148,12,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
하마캠핑장,야영장,37.9610631,126.8694957,경기도 파주시 적성면 국사로 297,경기도 파주시 적성면 자장리 147-1,,15,3275,,60,,전기시설+하수도시설+샤워실,소화기+대피공간,,,,031-940-4361,파주시청,2017-11-01,
리아트파크청평원,야영장,37.7000776,127.3952601,경기도 가평군 청평면 북한강로 2060-13,경기도 가평군 청평면 삼회리 185-8,031-932-8188,7,990,,28,2,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
하늘숲캠핑장,야영장,37.7766567,127.5091376,경기도 가평군 가평읍 호반로 2092,경기도 가평군 가평읍 이화리 93,031-582-9305,29,2420,,116,10,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
별드림캠핑장,야영장,37.8725118,127.5656536,경기도 가평군 가평읍 당목가일길 515,경기도 가평군 가평읍 개곡리 198-1,,12,3241,,48,4,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
하늘숲글램핑,야영장,37.904449,127.5619854,경기도 가평군 북면 화악산로 254-38,경기도 가평군 북면 소법리 152-4,,31,1994,,124,10,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
가평사과나무캠핑장,야영장,37.7896507,127.3581443,경기도 가평군 상면 항사리 427-5,경기도 가평군 상면 항사리 427-5,,8,2807,,32,3,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
이지캠핑장,야영장,37.6954204,127.4600908,경기도 가평군 설악면 유명로 2110,경기도 가평군 설악면 회곡리 371,,30,3064,,120,10,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
남이섬힐링캠핑장,야영장,37.7721855,127.5362677,경기도 가평군 가평읍 북한강변로 516,경기도 가평군 가평읍 금대리 303-2,031-271-0406,8,1446,,32,3,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
리버뷰캠핑장,야영장,37.740298,127.4998592,경기도 가평군 가평읍 상지로 949,경기도 가평군 가평읍 복장리 580-3,,15,9818,,60,5,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
펠리즈글램핑,야영장,37.7468009,127.5253293,경기도 가평군 가평읍 북한강변로 154,경기도 가평군 가평읍 금대리 583-2,,5,395,,20,2,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
산장관광지,야영장,37.7541277,127.4106146,경기도 가평군 상면 덕현산장길 71 산장관광지,경기도 가평군 상면 덕현리 산74-5 외 1필지,031-8078-8057,47,12756,,188,16,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
네스트캠핑장,야영장,37.936248,127.5414665,경기도 가평군 북면 화악산로 943-50,경기도 가평군 북면 화악리 750외 2필지,,16,4768,,64,5,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
힐링가평오토캠핑장,야영장,37.7568548,127.4035599,경기도 가평군 상면 청군로 316,경기도 가평군 상면 덕현리 159-12외 4필지,,9,2270,,36,3,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
올래 캠핑장,야영장,37.592346,127.5117476,경기도 가평군 설악면 어비산길 203,경기도 가평군 설악면 가일리 33,,5,1501,,20,2,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
산으로 간 니모 캠핑장,야영장,37.8545028,127.3970088,경기도 가평군 조종면 연인산로 670-321,경기도 가평군 조종면 마일리 71,,7,2729,,28,2,전기시설+상하수도시설+샤워실+화장실,소화기+대피소,"화장실, 샤워실, 개수대",,,031-580-2066,가평군청 관광사업단,2017-10-31,
느티나무야영장,야영장,37.3472782,126.9185991,경기도 군포시 산본동 919번지,경기도 군포시 산본동 919번지,031-390-4051,86,10028,,500,184,상하수도시설+화장실+샤워장+전기시설,관리실+소화기,,연중,"[성수기기준]글램핑장 : 150,000야영장 : 25,000",031-390-4051,군포시 생태공원과,2017-04-25,
힐링별밤수목원 야영장,야영장,37.7495759,127.2735791,경기도 남양주시 수동면 비룡로 1516-19,경기도 남양주시 수동면 내방리 236-1,031-592-1109,13,3878,39,39,30,-,-,-,24시,-,031-592-1109,민간,2017-04-27,
축령산 자연휴양림,야영장,37.7544624,127.3124617,경기도 남양주시 수동면 축령산로 299,경기도 남양주시 수동면 외방리 280,031-8008-6692,30,7300,155.89,90,,-,-,-,24시,5000,031-8008-6692,경기도,2017-04-27,
가족쉼터,야영장,37.7547418,127.2720434,경기도 남양주시 -,경기도 남양주시 수동면 수산리 591-2번지,031-590-4597,30,2346,,90,30,-,-,-,07:00~19:00,5000,031-590-4597,남양주시,2017-04-27,
수산아카데미,야영장,37.7190177,127.2646325,경기도 남양주시 수동면 철마산로 316-31,경기도 남양주시 수동면 수산리 369-2번지,031-592-6827,21,3139,156.52,63,21,-,-,-,24시,-,031-592-6827,민간,2017-04-27,
봉바위농원,야영장,37.7406421,126.611583,경기도 김포시 평화공원로70번길 290-97,경기도 김포시 하성면 가금리 396-1번지,031-983-5095,7,5343,21,65,10,샤워실4,"소화기 ,구급약품","조립식오두막 6동,수영장",1박(상시),30000~50000,031-980-2482,김포시청,2017-11-06,
