지진해일대피소명,지진해일대피소구분,지진해일대피소유형,지진해일대피소유형구분,소재지도로명주소,소재지지번주소,위도,경도,수용가능면적,최대수용인원수,지진해일대피소운영상태,지진해일대피소전화번호,부대편의시설,주민대피지구명,주민대피지구내가구수,주민대피지구내거주인수,주민대피지구내재해약자수,내진적용여부,내진설계등급,해안선이격거리,해발높이,지진대피안내표지판수,긴급대피장소안내표지판수,지진대피로안내표지판수,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명,
이곡2동행정복지센터,지진대피소,실내대피소,기타,대구광역시 달서구 계대동문로 77 (이곡동),대구광역시 달서구 이곡동 1191-3,35.85573123,128.5008286,1924,300,Y,063-667-4357,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
신서초등학교(강당동-한솔관),지진대피소,실내대피소,학교,대구광역시 달서구 계대동문로3길 46 (신당동),대구광역시 달서구 신당동 1733,35.85796468,128.4947641,1232,373,Y,053-234-3827,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
호산초등학교(본관동),지진대피소,실내대피소,학교,대구광역시 달서구 달서대로109길 116 (신당동),대구광역시 달서구 호산동 357-57,35.84898766,128.479187,7948,2408,Y,053-234-4758,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
호산초등학교(강당동),지진대피소,실내대피소,학교,대구광역시 달서구 달서대로109길 116 (신당동),대구광역시 달서구 호산동 357-57,35.84898766,128.479187,3945,1195,Y,053-234-4758,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
호산고등학교(본관동),지진대피소,실내대피소,학교,대구광역시 달서구 달서대로109길 86 (호산동),대구광역시 달서구 호산동 357-59,35.84898597,128.481855,13041,3952,Y,053-231-7007,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
호산고등학교(기숙사동),지진대피소,실내대피소,학교,대구광역시 달서구 달서대로109길 86 (호산동),대구광역시 달서구 호산동 357-59,35.84898597,128.481855,1455,441,Y,053-231-7007,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
신월초등학교(본관동),지진대피소,실내대피소,학교,대구광역시 달서구 조암남로 100 (월성동),대구광역시 달서구 월성동 1351,35.82055009,128.5224528,12028,3644,Y,053-234-5007,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
월암초등학교(본관동),지진대피소,실내대피소,학교,대구광역시 달서구 조암로6길 55 (월성동),대구광역시 달서구 월성동 755,35.82856632,128.5216754,11901,3606,Y,053-234-5200,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
조암초등학교(본관동),지진대피소,실내대피소,학교,대구광역시 달서구 조암로5길 19 (월성동),대구광역시 달서구 월성동 572,35.82407504,128.5284523,10289,3117,Y,053-234-5062,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
월서중학교(본관동),지진대피소,실내대피소,학교,대구광역시 달서구 월배로33길 105 (월성동),대구광역시 달서구 월성동 1317,35.81969405,128.5265197,10136,3071,Y,053-234-8160,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
월서중학교(강당동),지진대피소,실내대피소,학교,대구광역시 달서구 월배로33길 105 (월성동),대구광역시 달서구 월성동 1317,35.81969405,128.5265197,1873,567,Y,053-234-8160,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
월암중학교(교사동),지진대피소,실내대피소,학교,대구광역시 달서구 조암로6길 33 (월성동),대구광역시 달서구 월성동 774-1,35.8271327,128.5238574,8657,2623,Y,053-234-8281,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
조암중학교(본관동),지진대피소,실내대피소,학교,대구광역시 달서구 조암로 59 (월성동),대구광역시 달서구 월성동 1150-1,35.82314743,128.5241742,12029,3645,Y,053-234-9411,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
한샘초등학교(본관동),지진대피소,실내대피소,학교,대구광역시 달서구 월배로11길 42 (대천동),대구광역시 달서구 대천동 467,35.81696004,128.5189323,10338,3132,Y,053-234-5252,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
효성여자고등학교(기숙사동),지진대피소,실내대피소,학교,대구광역시 달서구 월곡로94길 48 (월성동),대구광역시 달서구 월성동 247,35.8339461,128.5281195,2534,88,Y,053-235-7000,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
대건고등학교(대건학사기숙사동),지진대피소,실내대피소,학교,대구광역시 달서구 월곡로94길 46 (월성동),대구광역시 달서구 월성동 247,35.8339461,128.5281195,9707,2941,Y,053-235-4550,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
진천동행정복지센터,지진대피소,실내대피소,기타,대구광역시 달서구 진천로9길 33 (진천동),대구광역시 달서구 진천동 626-39,35.81221125,128.5227964,1338,107,Y,053-667-4476,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
대진초등학교(본관동),지진대피소,실내대피소,학교,대구광역시 달서구 상화로 70 (대곡동),대구광역시 달서구 대곡동 1025,35.80666356,128.521753,8136,678,Y,053-234-4303,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
대진초등학교(강당동),지진대피소,실내대피소,학교,대구광역시 달서구 상화로 70 (대곡동),대구광역시 달서구 대곡동 1025,35.80666356,128.521753,2051.54,171,Y,053-234-4303,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
유천초등학교(본관동),지진대피소,실내대피소,학교,대구광역시 달서구 달서대로 39 (유천동),대구광역시 달서구 유천동 327-1,35.81257388,128.5118659,12972,1081,Y,053-234-4845,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
한솔초등학교(본관동),지진대피소,실내대피소,학교,대구광역시 달서구 조암남로 172-13 (유천동),대구광역시 달서구 유천동 609,35.81655032,128.5157093,11823,985,Y,053-234-5500,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
대진중학교(본관동),지진대피소,실내대피소,학교,대구광역시 달서구 화암로73길 7 (대곡동),대구광역시 달서구 대곡동 1036-1,35.80578985,128.5195454,10061,838,Y,053-234-8059,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
대진중학교(강당동),지진대피소,실내대피소,학교,대구광역시 달서구 화암로73길 7 (대곡동),대구광역시 달서구 대곡동 1036-1,35.80578985,128.5195454,1681.95,140,Y,053-234-8059,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
월배중학교(강당체육관동),지진대피소,실내대피소,학교,대구광역시 달서구 월배로28길 80 (진천동),대구광역시 달서구 진천동 811,35.81363929,128.5321454,1392,116,Y,053-720-5653,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
대진고등학교(본관동),지진대피소,실내대피소,학교,대구광역시 달서구 화암로73길 15 (대곡동),대구광역시 달서구 대곡동 1036,35.8057231,128.5183057,10939,911,Y,053-231-6570,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
대진고등학교(기숙사동),지진대피소,실내대피소,학교,대구광역시 달서구 화암로73길 15 (대곡동),대구광역시 달서구 대곡동 1036,35.8057231,128.5183057,1421,118,Y,053-231-6570,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
대진고등학교(다목적강당동),지진대피소,실내대피소,학교,대구광역시 달서구 화암로73길 15 (대곡동),대구광역시 달서구 대곡동 1036,35.8057231,128.5183057,1274,106,Y,053-231-6570,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
상인1동행정복지센터,지진대피소,실내대피소,기타,대구광역시 달서구 상인서로 40 (상인동),대구광역시 달서구 상인동 1528,35.81426648,128.5450192,770,100,Y,053-667-4613,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
달서어린이도서관,지진대피소,실내대피소,기타,대구광역시 달서구 송현로 45 (상인동),대구광역시 달서구 상인동 806-1,35.82248657,128.5470123,1381,418,Y,053-667-4852,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
대서초등학교(강당동),지진대피소,실내대피소,학교,대구광역시 달서구 송현로 9 (상인동),대구광역시 달서구 상인동 860-1,35.82014764,128.5499621,1127,340,Y,053-234-2500,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
월서초등학교(본관동),지진대피소,실내대피소,학교,대구광역시 달서구 월배로39길 46 (상인동),대구광역시 달서구 상인동 123-1,35.82171692,128.5317678,13002,3940,Y,053-234-4684,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
월촌초등학교(강당동),지진대피소,실내대피소,학교,대구광역시 달서구 상인서로 60 (상인동),대구광역시 달서구 상인동 1519,35.81634742,128.543285,2211,670,Y,053-234-2900,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
경북기계공고(U동 강당동),지진대피소,실내대피소,학교,대구광역시 달서구 월배로 275 (상인동),대구광역시 달서구 상인1동 1-6,35.82213765,128.5424724,2717,823,Y,053-231-8305,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
대구달서공고(A동 교사동),지진대피소,실내대피소,학교,대구광역시 달서구 학산남로 50 (상인동),대구광역시 달서구 상인동 1-2,35.82320018,128.5387058,8074,2446,Y,053-231-8707,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
대구상원고(급식소동),지진대피소,실내대피소,학교,대구광역시 달서구 월배로 241 (상인동),대구광역시 달서구 상인동 1,35.82285751,128.5367335,1141,345,Y,053-640-5504,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
영남고(기숙사동),지진대피소,실내대피소,학교,대구광역시 달서구 월곡로 300 (상인동),대구광역시 달서구 상인동 70,35.82078634,128.5363101,1333,404,Y,053-235-4032,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
상인2동행정복지센터,지진대피소,실내대피소,기타,대구광역시 달서구 상원로 27 (상인동),대구광역시 달서구 상인동 1453-7,35.81255736,128.5362656,1035,313,Y,053-667-4632,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
대구상인초등학교(연결복도동),지진대피소,실내대피소,학교,대구광역시 달서구 월곡로 211 (상인동),대구광역시 달서구 상인동 481,35.81293412,128.5426752,189,57,Y,053-234-1371,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
월곡초등학교(급식동),지진대피소,실내대피소,학교,대구광역시 달서구 상인로 40 (상인동),대구광역시 달서구 상인동 1560,35.81217419,128.549232,829,180,Y,053-234-2930,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
상인중학교(다목적교실동),지진대피소,실내대피소,학교,대구광역시 달서구 상인로 34 (상인동),대구광역시 달서구 상인동 1561,35.81140407,128.5501008,1033,225,Y,053-234-6862,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
상인고등학교(교사동),지진대피소,실내대피소,학교,대구광역시 달서구 상인로 24 (상인동),대구광역시 달서구 상인동 1562,35.81046143,128.5512451,13729,2984,Y,053-231-5189,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
노전초등학교(본관동),지진대피소,실내대피소,학교,대구광역시 달서구 한실로 43 (도원동),대구광역시 달서구 도원동 1428-3,35.80818139,128.5312015,8687,2632,Y,053-234-3350,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
노전초등학교(강당동),지진대피소,실내대피소,학교,대구광역시 달서구 한실로 43 (도원동),대구광역시 달서구 도원동 1428-3,35.80818139,128.5312015,1216,368,Y,053-234-3350,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
도원초등학교(꿈누리관-강당동),지진대피소,실내대피소,학교,대구광역시 달서구 도원남로 100-30 (도원동),대구광역시 달서구 도원동 1455,35.80469833,128.5421433,1078.95,326,Y,053-234-3504,,별도지구지정사항없음,,,,적용,,,,,,,대구광역시 달서구청,053-667-3442,2018-05-04,3470000,대구광역시 달서구,
